O*NET-SOC Code,Title,Description,Task ID,Task,Task Type,Incumbents Responding,importance,relevance,frequency_weighted_mean,frequency_response_mass,task_intensity,n_dwa_links,dwa_element_ids,Date,Domain Source
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22366,Encourage students to explore learning opportunities or persevere with challenging tasks to prepare them for later grades.,Core,78.0,4.55,100.0,5.484,100.0,4.55,1,4.A.4.b.2.a.3,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22363,"Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, or social development.",Core,78.0,4.55,95.91,3.150615061506151,99.99,4.363905,1,4.A.4.a.2.f.3,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22375,"Meet with parents or guardians to discuss their children's progress, advise them on using community resources, or teach skills for dealing with students' impairments.",Core,77.0,4.51,95.72,2.9118911891189123,99.99,4.316972,1,4.A.4.b.6.g.8,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22377,Monitor teachers or teacher assistants to ensure adherence to special education program requirements.,Core,78.0,4.5,91.54,5.041804180418041,99.99,4.1193,1,4.A.4.b.4.a.6,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22388,"Teach students personal development skills, such as goal setting, independence, or self-advocacy.",Core,78.0,4.49,91.83,5.1853,100.0,4.1231670000000005,1,4.A.4.b.3.a.4,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22367,"Establish and communicate clear objectives for all lessons, units, and projects to students.",Core,78.0,4.47,100.0,5.510648935106489,100.01,4.47,1,4.A.2.b.2.l.3,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22369,"Guide or counsel students with adjustment problems, academic problems, or special academic interests.",Core,78.0,4.45,97.96,5.1643,100.0,4.35922,1,4.A.4.b.6.g.2,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22381,"Plan or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",Core,76.0,4.33,95.76,5.081408140814081,99.99000000000001,4.146408,1,4.A.2.b.2.l.6,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22384,"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or school or state requirements.",Core,77.0,4.28,83.65,4.77972202779722,100.01,3.5802200000000006,2,4.A.2.b.2.l.3; 4.A.3.b.6.l.9,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22372,"Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, or food preparation.",Core,77.0,4.19,78.3,3.9954,100.0,3.28077,1,4.A.4.b.3.a.4,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22361,"Collaborate with other teachers or administrators to develop, evaluate, or revise elementary school programs.",Core,77.0,4.18,87.35,2.8699,100.0,3.6512299999999995,1,4.A.4.a.2.f.3,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22362,"Confer with other staff members to plan or schedule lessons promoting learning, following approved curricula.",Core,77.0,4.12,91.65,4.2219999999999995,100.0,3.77598,1,4.A.4.a.2.f.3,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22370,Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.,Core,77.0,4.11,82.41,4.3248999999999995,100.0,3.387051,2,4.A.1.a.2.f.3; 4.A.4.b.3.e.5,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22385,"Prepare, administer, or grade tests or assignments to evaluate students' progress.",Core,77.0,4.09,99.73,4.5787421257874215,100.00999999999999,4.078957,3,4.A.2.a.1.c.2; 4.A.2.a.1.c.3; 4.A.2.a.1.c.4,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22379,Organize and display students' work in a manner appropriate for their perceptual skills.,Core,76.0,4.05,99.52,4.3227,100.0,4.0305599999999995,1,4.A.3.a.2.af.3,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22360,"Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence.",Core,78.0,4.04,100.0,2.9925,100.0,4.04,1,4.A.2.b.3.a.18,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22373,Interpret the results of standardized tests to determine students' strengths and areas of need.,Core,76.0,3.94,95.77,2.955,100.0,3.773338,1,4.A.2.a.1.c.1,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22380,"Organize and supervise games or other recreational activities to promote physical, mental, or social development.",Core,77.0,3.92,75.54,3.9965999999999995,100.0,2.9611680000000002,1,4.A.2.b.2.l.6,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22359,Administer standardized ability and achievement tests to elementary students with special needs.,Core,77.0,3.59,95.52,2.7008999999999994,100.00000000000001,3.4291679999999998,1,4.A.2.a.1.c.2,08/2025,Incumbent
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",22382,"Plan or supervise experiential learning activities, such as class projects, field trips, demonstrations, or visits by guest speakers.",Core,77.0,3.43,81.54,2.2966,99.99999999999999,2.796822,1,4.A.2.b.2.l.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",21063,Develop or write Individualized Education Programs (IEPs) for students.,Core,60.0,4.54,88.48,3.822417758224178,100.00999999999999,4.016992,2,4.A.2.b.2.l.2; 4.A.2.b.2.l.8,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6744,Establish and enforce rules for behavior and policies and procedures to maintain order among students.,Core,60.0,4.51,100.0,5.929600000000001,100.0,4.51,1,4.A.2.b.2.e.3,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6748,Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.,Core,59.0,4.5,94.28,5.64,100.0,4.2425999999999995,1,4.A.2.b.2.l.7,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6746,Prepare materials and classrooms for class activities.,Core,60.0,4.4,100.0,5.623900000000001,100.0,4.4,1,4.A.3.a.2.af.1,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6778,"Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, and food preparation.",Core,59.0,4.36,68.56,4.59035903590359,99.99000000000001,2.9892160000000003,1,4.A.4.b.3.a.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6752,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems.",Core,60.0,4.35,96.55,4.472300000000001,99.99999999999999,4.1999249999999995,2,4.A.4.a.2.c.5; 4.A.4.b.6.g.8,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6754,Coordinate placement of students with special needs into mainstream classes.,Core,60.0,4.32,78.13,3.826617338266173,100.01,3.375216,1,4.A.2.b.2.l.7,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6747,"Confer with parents, administrators, testing specialists, social workers, and professionals to develop individual educational plans (IEPs) for students' educational, physical, and social development.",Core,60.0,4.31,95.1,4.157399999999999,100.00000000000001,4.098809999999999,2,4.A.2.b.2.l.7; 4.A.4.a.2.f.3,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6750,"Modify the general education curriculum for students with disabilities, based upon a variety of instructional techniques and instructional technology.",Core,60.0,4.3,95.15,4.9747025297470255,100.00999999999999,4.09145,1,4.A.3.b.6.l.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6749,"Teach socially acceptable behavior, employing techniques such as behavior modification and positive reinforcement.",Core,60.0,4.29,88.67,5.527200000000001,100.0,3.803943,1,4.A.4.b.3.a.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6757,"Guide and counsel students with adjustments, academic problems, or special academic interests.",Core,60.0,4.26,99.81,5.098390160983902,100.01,4.251906,1,4.A.4.b.6.g.2,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6759,"Establish clear objectives for all lessons, units, and projects, and communicate those objectives to students.",Core,59.0,4.26,97.92,5.260800000000001,100.0,4.171392,1,4.A.2.b.2.l.3,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6760,"Teach students personal development skills, such as goal setting, independence, and self-advocacy.",Core,59.0,4.25,100.0,5.001300000000001,99.99999999999999,4.25,1,4.A.4.b.3.a.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6751,"Employ special educational strategies and techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, and memory.",Core,58.0,4.23,92.49,5.149585041495851,100.01,3.9123270000000003,1,4.A.2.b.2.l.7,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6745,"Maintain accurate and complete student records, and prepare reports on children and activities, as required by laws, district policies, and administrative regulations.",Core,59.0,4.23,96.23,4.5988,100.0,4.0705290000000005,2,4.A.3.b.6.h.12; 4.A.3.b.6.o.2,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",21064,Collaborate with other teachers that provide instruction to special education students to ensure that the students receive appropriate support.,Core,60.0,4.19,95.03,4.734,100.0,3.9817570000000004,2,4.A.4.a.2.f.3; 4.A.4.a.5.i.5,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6753,"Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies.",Core,60.0,4.17,94.3,5.866300000000001,100.0,3.9323099999999998,1,4.A.4.b.3.b.6,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6763,Monitor teachers and teacher assistants to ensure that they adhere to inclusive special education program requirements.,Core,60.0,4.15,93.03,4.9489051094890515,100.00999999999999,3.8607450000000005,1,4.A.4.b.4.a.6,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6755,Meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.,Core,60.0,4.13,96.55,3.2858000000000005,100.0,3.9875149999999997,1,4.A.4.b.6.g.8,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6758,"Observe and evaluate students' performance, behavior, social development, and physical health.",Core,59.0,4.08,93.34,4.8894,100.0,3.808272,3,4.A.1.a.2.f.3; 4.A.1.a.2.f.7; 4.A.2.a.1.c.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6769,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.,Core,60.0,4.06,79.36,4.8307,100.0,3.222016,2,4.A.1.a.2.f.3; 4.A.4.b.3.e.5,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6761,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",Core,60.0,4.06,97.93,5.156299999999999,100.00000000000001,3.975958,1,4.A.2.b.2.l.6,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6767,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula.",Core,60.0,4.04,89.03,4.064706470647065,99.99,3.596812,1,4.A.4.a.2.f.3,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6771,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",Core,60.0,3.97,99.83,5.06980698069807,99.99,3.963251,1,4.A.3.b.6.l.3,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6765,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.",Core,60.0,3.97,76.03,4.422342234223423,99.98999999999998,3.0183910000000003,1,4.A.2.b.2.l.3,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6764,"Administer standardized ability and achievement tests, and interpret results to determine students' strengths and needs.",Core,60.0,3.93,96.39,3.1901,99.99999999999999,3.7881270000000002,1,4.A.2.a.1.c.2,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6762,"Prepare for assigned classes, and show written evidence of preparation upon request of immediate supervisors.",Core,60.0,3.9,92.91,4.402459754024598,100.00999999999999,3.62349,2,4.A.2.b.2.l.6; 4.A.3.b.6.l.1,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6756,"Prepare, administer, and grade tests and assignments to evaluate students' progress.",Core,60.0,3.88,96.39,4.437856214378562,100.01,3.739932,3,4.A.2.a.1.c.2; 4.A.2.a.1.c.3; 4.A.2.a.1.c.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6766,Meet with parents and guardians to provide guidance in using community resources and to teach skills for dealing with students' impairments.,Core,59.0,3.75,82.18,3.2302,100.0,3.08175,1,4.A.4.b.6.g.8,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6781,Provide additional instruction in vocational areas.,Core,59.0,3.67,76.08,3.9874000000000005,99.99999999999999,2.7921359999999997,1,4.A.4.b.3.b.1,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6770,Organize and label materials and display students' work.,Core,60.0,3.65,83.1,4.1059,100.00000000000001,3.03315,1,4.A.3.a.2.af.3,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6775,"Attend staff meetings and serve on committees, as required.",Core,60.0,3.54,100.0,3.6165616561656164,99.99000000000001,3.54,1,4.A.4.b.4.b.1,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6772,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence.",Core,59.0,3.45,100.0,2.781378137813782,99.99,3.45,1,4.A.2.b.3.a.18,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6776,"Plan and supervise class projects, field trips, visits by guest speakers, or other experiential activities, and guide students in learning from those activities.",Core,59.0,3.41,81.7,3.2411999999999996,100.00000000000001,2.7859700000000003,1,4.A.2.b.2.l.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6774,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading.",Core,60.0,3.26,89.48,4.243524352435244,99.99,2.917048,1,4.A.1.a.2.f.4,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6780,"Provide assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.",Supplemental,58.0,3.75,55.84,4.2025999999999994,100.00000000000001,2.094,1,4.A.4.a.5.i.5,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6768,"Supervise, evaluate, and plan assignments for teacher assistants and volunteers.",Supplemental,59.0,3.71,56.92,3.87968796879688,99.99,2.111732,2,4.A.2.a.1.d.1; 4.A.4.b.4.a.18,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6773,"Organize and supervise games and other recreational activities to promote physical, mental, and social development.",Supplemental,59.0,3.69,59.21,3.867399999999999,100.00000000000001,2.1848490000000003,1,4.A.2.b.2.l.6,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6782,Visit schools to tutor students with sensory impairments and to consult with teachers regarding students' special needs.,Supplemental,60.0,3.32,51.79,2.8083,100.0,1.7194279999999997,1,4.A.4.b.3.b.10,08/2025,Incumbent
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6777,"Select, store, order, issue, and inventory classroom equipment, materials, and supplies.",Supplemental,59.0,2.91,84.14,3.0262000000000007,99.99999999999999,2.448474,3,4.A.4.c.3.a.5; 4.A.4.c.3.c.1; 4.A.4.c.3.e.2,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6787,Establish and enforce rules for behavior and policies and procedures to maintain order among students.,Core,108.0,4.62,97.32,6.141699999999999,100.0,4.4961839999999995,1,4.A.2.b.2.e.3,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6784,"Maintain accurate and complete student records, and prepare reports on children and activities, as required by laws, district policies, and administrative regulations.",Core,107.0,4.55,99.12,5.036092781443711,100.02000000000001,4.5099599999999995,2,4.A.3.b.6.h.12; 4.A.3.b.6.o.2,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6788,"Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, and social development.",Core,108.0,4.52,93.24,4.182799999999999,100.00000000000001,4.214447999999999,2,4.A.2.b.2.l.7; 4.A.4.a.2.f.3,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6790,"Employ special educational strategies and techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, and memory.",Core,108.0,4.46,94.63,5.5351,100.0,4.220498,1,4.A.2.b.2.l.7,08/2025,Incumbent
