O*NET-SOC Code,Title,Description,ai_exposure_score,workforce_strategy_category,digital_intensity,cognitive_complexity,human_interaction,physical_work
29-1131.00,Veterinarians,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.",0.5714117749570427,Mixed / Transitional,0.6762632785670663,0.721917408497188,0.6198315065383909,0.49270208069769317
29-1141.00,Registered Nurses,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",0.46080417886304226,AI-Augmentable Knowledge Work,0.8266688407258497,0.7218358421870951,0.8509468999255816,0.8543410675351942
29-1141.01,Acute Care Nurses,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures.",0.4972984187325425,Human-Centered Protected,0.7433859255413336,0.7315253248934164,0.8219198311639163,0.6637977443406637
29-1141.02,Advanced Practice Psychiatric Nurses,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.",0.6611119325005709,AI-Augmentable Knowledge Work,0.8786345764088833,0.7546521687177074,0.8205561963576521,0.168282818766655
29-1141.03,Critical Care Nurses,Provide specialized nursing care for patients in critical or coronary care units.,0.5107668680592653,AI-Augmentable Knowledge Work,0.8235679457858295,0.7349612511292979,0.7983578782136372,0.7171038464644289
29-1141.04,Clinical Nurse Specialists,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",0.555576151021432,Human-Centered Protected,0.7611302533208039,0.7085939041905224,0.862534220594719,0.38488533283087933
29-1151.00,Nurse Anesthetists,"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.",0.5081347312607124,AI-Augmentable Knowledge Work,0.8479259904484427,0.7359234611083465,0.8302902309633486,0.7210202955505909
29-1161.00,Nurse Midwives,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.",0.5241029494397248,AI-Augmentable Knowledge Work,0.8243875088857516,0.735723222234171,0.8555995551477859,0.6080993782132378
29-1171.00,Nurse Practitioners,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",0.6054241427217499,AI-Augmentable Knowledge Work,0.8507472613290655,0.7559458567425198,0.7590591565356126,0.42593739064897307
29-1181.00,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,0.5911129463420783,AI-Augmentable Knowledge Work,0.8576209356178118,0.7227163531701143,0.8053884777675439,0.4104970256520686
29-1211.00,Anesthesiologists,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",0.5686632442150426,Human-Centered Protected,0.750375096724179,0.8153746382571573,0.7655725461214887,0.525524211999677
29-1213.00,Dermatologists,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",0.5797303483736834,Human-Centered Protected,0.7698736900220696,0.7247226038049811,0.7806821679697964,0.3949927323625205
29-1214.00,Emergency Medicine Physicians,"Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.",0.60400109401026,AI-Augmentable Knowledge Work,0.8824563436043326,0.8660808180490065,0.8503418620839956,0.4821909235283034
29-1215.00,Family Medicine Physicians,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",0.6176889581443018,AI-Augmentable Knowledge Work,0.7861061884880706,0.7564589473715198,0.8331818100789703,0.23862749320341306
29-1216.00,General Internal Medicine Physicians,"Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.",0.5762096879756778,AI-Augmentable Knowledge Work,0.8331999576630581,0.7345754834981649,0.7780506834982361,0.48488600576027563
29-1217.00,Neurologists,"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.",0.6316415780380894,AI-Augmentable Knowledge Work,0.852773641820889,0.836995411331878,0.8275388288580716,0.33566391214233804
29-1218.00,Obstetricians and Gynecologists,"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.",0.5796620469467135,AI-Augmentable Knowledge Work,0.8291200209396227,0.8227075559058425,0.8013969336738299,0.531782455384781
29-1221.00,"Pediatricians, General","Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.",0.6093939670767158,AI-Augmentable Knowledge Work,0.8036084376381135,0.813079778406588,0.8900757134615066,0.28903663427633175
29-1222.00,"Physicians, Pathologists","Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.",0.6552065474886608,AI-Augmentable Knowledge Work,0.8812545322697606,0.7868673162354078,0.646374418207062,0.4009212403434631
29-1223.00,Psychiatrists,"Diagnose, treat, and help prevent mental disorders.",0.6140897874269406,Human-Centered Protected,0.7127681637638686,0.7744044537312633,0.8510168270509153,0.1797966407364539
29-1224.00,Radiologists,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",0.5709647012195458,AI-Augmentable Knowledge Work,0.8535138231545885,0.7892130984067081,0.8709505639927416,0.4879175526903716
29-1229.01,Allergists and Immunologists,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",0.634024959302922,AI-Augmentable Knowledge Work,0.8184882278986145,0.7980748393556898,0.8127685515682818,0.2676946784743345
29-1229.02,Hospitalists,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.",0.6225044724536113,AI-Augmentable Knowledge Work,0.925575660835325,0.7850120286658345,0.875834799282957,0.3447350004037576
29-1229.03,Urologists,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.",0.5753899183605009,AI-Augmentable Knowledge Work,0.9474220950206894,0.7912384456208714,0.836464275990707,0.6006365912088503
29-1229.04,Physical Medicine and Rehabilitation Physicians,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation.",0.5792355160770494,AI-Augmentable Knowledge Work,0.8620244781900386,0.771144372512464,0.8365122430441937,0.47971454335011166
29-1229.05,Preventive Medicine Physicians,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.",0.6693099907371093,Human-Centered Protected,0.7600771934040188,0.841909172204357,0.7371841566907857,0.18756224596915289
29-1229.06,Sports Medicine Physicians,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities.",0.5215501092405034,Human-Centered Protected,0.7439791433348638,0.8182127406824075,0.8457493270584878,0.6302421199967698
29-1241.00,"Ophthalmologists, Except Pediatric",Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.,0.5895716491960927,Human-Centered Protected,0.7758552133796179,0.7792739651722034,0.7985154842465222,0.3983270975209281
29-1291.00,Acupuncturists,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies.",0.5453673672156614,Mixed / Transitional,0.6289109822885691,0.6236973929923911,0.570603927548298,0.5005349788700169
29-1292.00,Dental Hygienists,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,0.45153419072463247,Human-Centered Protected,0.6914498686267526,0.4756501786261086,0.6666683797757198,0.6942949045786115
29-1299.01,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",0.6219139087852951,AI-Augmentable Knowledge Work,0.7870444666618036,0.7617974337369539,0.7331533724686888,0.3280328927888886
29-1299.02,Orthoptists,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.,0.5759096982863612,Human-Centered Protected,0.7397129097636711,0.7038319994286176,0.7556365136135312,0.38426960243331265
29-2011.00,Medical and Clinical Laboratory Technologists,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",0.6047277016518643,AI-Augmentable Knowledge Work,0.8871134072227395,0.7179321849573745,0.6008443492452363,0.5852904363274205
29-2011.01,Cytogenetic Technologists,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques.",0.6151460044775661,Mixed / Transitional,0.7987572105104319,0.6205196263447712,0.5402956021809219,0.41839721676401703
29-2011.02,Cytotechnologists,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",0.6254948102215838,Mixed / Transitional,0.7375456445155781,0.5485059490310453,0.43324061192652613,0.3508317407337622
29-2011.04,Histotechnologists,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist with research studies.,0.5434006421955475,Mixed / Transitional,0.6619266455268017,0.4779488088610081,0.43679857804996836,0.5294743075556512
29-2012.00,Medical and Clinical Laboratory Technicians,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",0.5887451165965243,Mixed / Transitional,0.855625664196535,0.5040189604469721,0.5206294081833878,0.4840347500740222
29-2012.01,Histology Technicians,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,0.5461388258522,Mixed / Transitional,0.5996276923649044,0.47180451211522934,0.3831253196872528,0.5037515813840812
29-2031.00,Cardiovascular Technologists and Technicians,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests.",0.4927715172581754,Human-Centered Protected,0.7841159231241231,0.5438228538637626,0.7052181624516983,0.6516345455034858
29-2032.00,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,0.47975146437513516,Human-Centered Protected,0.7152003924748946,0.5385798901359727,0.6955116865568559,0.6392627385534708
29-2033.00,Nuclear Medicine Technologists,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.",0.5019333020860628,Human-Centered Protected,0.783077166228279,0.5538484182362675,0.7052421459784416,0.6239502301418536
29-2034.00,Radiologic Technologists and Technicians,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.,0.43105501051582673,Human-Centered Protected,0.6690123621009993,0.464759842278209,0.6868899190384662,0.7226622432774352
29-2035.00,Magnetic Resonance Imaging Technologists,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",0.494145821996925,Human-Centered Protected,0.8224523101524274,0.5039067556760977,0.6838986816657556,0.6658770961750692
29-2036.00,Medical Dosimetrists,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.",0.6995072460747404,AI-Augmentable Knowledge Work,0.8852364932997498,0.7267634201315116,0.6089327067425935,0.20503822238970684
29-2051.00,Dietetic Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",0.4801112629742091,Human-Centered Protected,0.6913207838627596,0.5299127395748964,0.6675148046139538,0.6332736669268659
29-2052.00,Pharmacy Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",0.5221109287462821,Mixed / Transitional,0.7712156709618639,0.39584731460232253,0.6050115614998951,0.4736077090791634
29-2053.00,Psychiatric Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",0.4627506068244249,Human-Centered Protected,0.6131390410968701,0.5600238517330871,0.8296770868883449,0.4924833786439127
29-2055.00,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",0.3717052640255739,Human-Centered Protected,0.522459676208212,0.4218623021896716,0.6709036570806545,0.7865972652149336
29-2056.00,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",0.45327577931966695,Human-Centered Protected,0.6621072211661825,0.6242391369627065,0.6836211579991541,0.7896220828510672
29-2057.00,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",0.5204897770434522,Human-Centered Protected,0.74373742228096,0.3522289596354554,0.6377051553608669,0.3763021183817393
29-2061.00,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",0.5118633417615268,Human-Centered Protected,0.7423056898847605,0.6079357573179964,0.7430588669457,0.5597292132109498
29-2081.00,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",0.5453796063814901,Human-Centered Protected,0.8377225728846188,0.5594756399695633,0.7154913670972727,0.5001884202309493
29-2091.00,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",0.5412058069764575,AI-Augmentable Knowledge Work,0.8108725843985507,0.7165939041905224,0.7528851115082545,0.6097581491749885
29-2092.00,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",0.5359740445821383,Mixed / Transitional,0.6791567797034412,0.47721501926539844,0.6295283244706008,0.3829472961696858
29-2099.01,Neurodiagnostic Technologists,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",0.4977470887379213,Human-Centered Protected,0.8459153432796539,0.6045112458062438,0.778198159842807,0.6812400742914053
29-2099.05,Ophthalmic Medical Technologists,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",0.5091490148687742,Human-Centered Protected,0.7377505352905587,0.446905177858659,0.7266712657437825,0.4213883879303383
29-2099.08,Patient Representatives,"Assist patients in obtaining services, understanding policies and making health care decisions.",0.5686434632144093,Human-Centered Protected,0.8257459382996282,0.6262675128338911,0.8026784882115504,0.374761110064332
29-9091.00,Athletic Trainers,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.",0.5140381030839506,Human-Centered Protected,0.6676664478304463,0.6817672671082244,0.7324821316518845,0.5607991709509839
29-9092.00,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",0.6718285041109179,AI-Augmentable Knowledge Work,0.7958769396684273,0.692819210439339,0.7312898077509296,0.0700923259131652
29-9093.00,Surgical Assistants,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.",0.3987061559000313,Human-Centered Protected,0.6472617581559401,0.6012466231456077,0.7989389325284799,0.8547448251729428
29-9099.01,Midwives,Provide prenatal care and childbirth assistance.,0.5178307183351161,Human-Centered Protected,0.7320722359769607,0.6931109109932435,0.7498960465564447,0.6039642270732954
31-1121.00,Home Health Aides,"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.",0.410817281923694,Human-Centered Protected,0.5426094145344438,0.4771300086136364,0.689823233463048,0.686647061990256
31-1122.00,Personal Care Aides,"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.",0.41544940735104396,Human-Centered Protected,0.6540903779287223,0.44487301954078634,0.6720618677665522,0.7651039002987806
31-1131.00,Nursing Assistants,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",0.42319445457486066,Human-Centered Protected,0.6040483985622603,0.3766008388257,0.6515729345255181,0.6362984845629995
31-1132.00,Orderlies,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.",0.32367155328721897,Physical / Field Protected,0.42648855114688783,0.28400110729573225,0.5831172457298025,0.8326861995639417
31-1133.00,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",0.4556573506850739,Human-Centered Protected,0.5726225161016258,0.5515165221364641,0.7923073260041066,0.5092023094936879
31-2011.00,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",0.4182373867857886,Human-Centered Protected,0.7549996209699451,0.5325242973492557,0.8431112880827246,0.7714630830933219
31-2012.00,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",0.39955067185271,Human-Centered Protected,0.6597565196745204,0.4567913868877251,0.7693108728350212,0.7490343463163844
31-2021.00,Physical Therapist Assistants,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",0.3998191656049904,Human-Centered Protected,0.7792439566160768,0.4972453139130807,0.8635265700483092,0.8136860380608865
31-2022.00,Physical Therapist Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",0.40274619396638106,Human-Centered Protected,0.6831512558767537,0.37398468482629516,0.7129777643906995,0.7331734004468251
31-9011.00,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",0.4017049790005155,Physical / Field Protected,0.4622604065204612,0.43516243837046087,0.5766820384686832,0.713920890420177
31-9091.00,Dental Assistants,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",0.4755419956436695,Human-Centered Protected,0.7186856811027056,0.45586690947187847,0.6727843280612773,0.5996002799386289
31-9092.00,Medical Assistants,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",0.530399138665812,Human-Centered Protected,0.9057970859025134,0.5567110634671909,0.782117753356291,0.5587938413501654
31-9093.00,Medical Equipment Preparers,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",0.4800974717442933,Physical / Field Protected,0.8068130294799566,0.4596395284257091,0.5571909043542415,0.7888717665742511
31-9094.00,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",0.5939325487920067,Mixed / Transitional,0.8790404246280857,0.3339885275847725,0.5697824048605025,0.2675163521843288
31-9095.00,Pharmacy Aides,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",0.4525588424544074,Human-Centered Protected,0.6527559060749221,0.3607046685866278,0.6685289651733864,0.5346962396705337
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",0.43046143064370157,Human-Centered Protected,0.7547157060042652,0.4358064982757918,0.640276842395407,0.8283996393098436
31-9097.00,Phlebotomists,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",0.48348291250899156,Human-Centered Protected,0.8211764806844851,0.48189130332897206,0.718342750219315,0.650793383758176
31-9099.01,Speech-Language Pathology Assistants,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",0.5208637038239413,Human-Centered Protected,0.6361232805980952,0.5154414965322247,0.7322441708733424,0.3358657909612123
31-9099.02,Endoscopy Technicians,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.,0.4299492105612877,Human-Centered Protected,0.7504122845786259,0.4321467062017625,0.6779582401613041,0.7848039083739333
33-1011.00,First-Line Supervisors of Correctional Officers,Directly supervise and coordinate activities of correctional officers and jailers.,0.5458239521585981,Human-Centered Protected,0.8290424270510175,0.665582154035915,0.7504286620921192,0.5609001103604209
33-1012.00,First-Line Supervisors of Police and Detectives,Directly supervise and coordinate activities of members of police force.,0.5274409742793144,Human-Centered Protected,0.7891720410267853,0.6811825165959287,0.7588672883216661,0.6017233721837905
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in firefighting and fire prevention and control.,0.45469382554706383,Human-Centered Protected,0.7070580402286767,0.687712845339517,0.7461222286923124,0.8298733546876261
33-1091.00,First-Line Supervisors of Security Workers,Directly supervise and coordinate activities of security workers and security guards.,0.5528406719758954,Human-Centered Protected,0.692793995019688,0.6738183276434724,0.6983844090590595,0.45686522570051946
33-2011.00,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",0.43772342516598295,Human-Centered Protected,0.6494837324591326,0.62061204138157,0.681428527377196,0.8377735457995746
33-2021.00,Fire Inspectors and Investigators,"Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",0.5329560699974333,Human-Centered Protected,0.7637323304055048,0.6241813479293608,0.6366444305111575,0.6194449678339747
33-2022.00,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",0.44936896950600247,Human-Centered Protected,0.6479597455778635,0.6207736546472631,0.668900250526061,0.8023572716750557
33-3011.00,Bailiffs,Maintain order in courts of law.,0.44670513011977914,Human-Centered Protected,0.653393105657846,0.42053658803032484,0.6771390512742476,0.6099701219348066
33-3012.00,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",0.5221841153930175,Human-Centered Protected,0.6999022388518679,0.5941534443928265,0.6779915588910037,0.5273276627816209
33-3021.00,Detectives and Criminal Investigators,"Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes.",0.5807898041743548,AI-Augmentable Knowledge Work,0.815595084337763,0.7652371368909427,0.748689397091379,0.5089836074399073
33-3021.02,Police Identification and Records Officers,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases.",0.5423076380495706,Mixed / Transitional,0.7756925165164136,0.650089477098761,0.6210032731307087,0.6355481682861834
33-3021.06,Intelligence Analysts,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",0.6907435644675957,AI-Augmentable Knowledge Work,0.8423234971458321,0.6994015727124766,0.6348347666594021,0.14391604532852414
33-3031.00,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,0.5129015954173601,Human-Centered Protected,0.7364575421974875,0.6804314600581316,0.6734708254797214,0.6918117951064573
33-3041.00,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",0.4751433707403408,Human-Centered Protected,0.7472877896540528,0.3837670640944335,0.6429164331003853,0.5875649376867378
