O*NET-SOC Code,Title,n_tasks,n_core_tasks,n_supplemental_tasks,avg_importance,avg_relevance,avg_frequency_weighted_mean,total_task_intensity,avg_task_intensity,total_dwa_links,core_task_share
29-1123.00,Physical Therapists,24,23,1,4.27125,94.36375,4.762182540618952,97.73586300000001,4.072327625000001,36,0.9583333333333334
29-1124.00,Radiation Therapists,22,19,3,4.492272727272727,85.23590909090909,5.282997128674496,85.283518,3.8765235454545457,31,0.8636363636363636
29-1125.00,Recreational Therapists,11,11,0,4.443636363636364,95.93454545454546,4.756326037229912,46.913614,4.264874,14,1.0
29-1126.00,Respiratory Therapists,22,20,2,4.460909090909091,90.67090909090909,4.876628821720779,89.333753,4.060625136363637,32,0.9090909090909091
29-1127.00,Speech-Language Pathologists,23,17,6,4.336086956521739,87.18173913043479,4.143194437300988,88.063306,3.828839391304348,36,0.7391304347826086
29-1128.00,Exercise Physiologists,25,25,0,4.072,93.4104,4.170338917401147,95.80828699999999,3.8323314799999997,29,1.0
29-1129.01,Art Therapists,25,22,3,3.9336,94.62639999999999,4.08384163133685,94.015005,3.7606002000000003,35,0.88
29-1129.02,Music Therapists,30,30,0,4.171666666666667,97.69133333333335,4.41187802574295,122.44682900000001,4.081560966666667,34,1.0
29-1131.00,Veterinarians,21,14,7,4.175238095238096,80.99095238095238,4.560049042617776,71.846343,3.421254428571429,28,0.6666666666666666
29-1141.00,Registered Nurses,27,15,12,4.264074074074074,69.25703703703704,4.6783308702413455,80.915056,2.9968539259259264,41,0.5555555555555556
29-1141.01,Acute Care Nurses,27,23,4,4.345555555555555,89.08777777777777,5.187039445741505,104.58559,3.87354037037037,32,0.8518518518518519
29-1141.02,Advanced Practice Psychiatric Nurses,24,20,4,4.182916666666666,91.04041666666666,4.677773178737398,92.811716,3.8671548333333337,26,0.8333333333333334
29-1141.03,Critical Care Nurses,29,29,0,4.2027586206896554,97.13172413793104,5.092735060726199,118.642346,4.091115379310345,40,1.0
29-1141.04,Clinical Nurse Specialists,30,30,0,4.061333333333334,94.73033333333333,4.073004930506718,116.124806,3.870826866666667,36,1.0
29-1151.00,Nurse Anesthetists,24,24,0,4.474166666666666,99.07458333333334,5.195513150722919,106.457174,4.435715583333333,40,1.0
29-1161.00,Nurse Midwives,21,20,1,4.5561904761904755,96.68142857142857,5.09794162726575,93.232669,4.439650904761905,28,0.9523809523809523
29-1171.00,Nurse Practitioners,27,27,0,4.53,98.06666666666668,5.439166680996963,120.018855,4.445142777777778,36,1.0
29-1181.00,Audiologists,22,22,0,4.264545454545455,97.31318181818182,4.472761368863114,91.419201,4.155418227272727,30,1.0
29-1211.00,Anesthesiologists,18,16,2,4.318888888888889,91.81333333333333,5.1213942544644375,72.30314299999999,4.016841277777777,22,0.8888888888888888
29-1212.00,Cardiologists,25,0,0,,,,0.0,,31,0.0
29-1213.00,Dermatologists,18,16,2,4.286666666666666,91.38111111111111,5.144479206681236,71.630224,3.9794568888888886,20,0.8888888888888888
29-1214.00,Emergency Medicine Physicians,17,17,0,4.762941176470588,100.0,6.281970981686357,80.97,4.762941176470588,22,1.0
29-1215.00,Family Medicine Physicians,12,11,1,4.508333333333334,89.08083333333333,5.609680597226389,49.114661999999996,4.0928885,18,0.9166666666666666
29-1216.00,General Internal Medicine Physicians,19,16,3,4.106842105263158,87.01368421052632,5.293579004711632,69.111296,3.637436631578947,26,0.8421052631578947
29-1217.00,Neurologists,24,22,2,4.377916666666667,94.18041666666666,5.021574046487824,99.55743100000001,4.148226291666667,30,0.9166666666666666
29-1218.00,Obstetricians and Gynecologists,15,14,1,4.42,89.84400000000001,5.052903049695031,60.497843,4.033189533333333,21,0.9333333333333333
29-1221.00,"Pediatricians, General",17,13,4,4.201764705882353,78.97411764705882,5.131690049411728,59.663961,3.5096447647058824,26,0.7647058823529411
29-1222.00,"Physicians, Pathologists",19,14,5,4.099473684210526,79.38052631578948,4.418778440620895,63.271852,3.330097473684211,22,0.7368421052631579
29-1223.00,Psychiatrists,12,11,1,4.090833333333333,93.935,4.613572879354202,46.550444,3.8792036666666667,18,0.9166666666666666
29-1224.00,Radiologists,30,15,2,4.628235294117647,87.97529411764705,5.144023245281468,69.344694,4.079099647058824,37,0.5
29-1229.01,Allergists and Immunologists,16,14,2,4.4174999999999995,93.426875,5.369416962188607,66.870286,4.179392875,19,0.875
29-1229.02,Hospitalists,14,14,0,4.503571428571428,97.42857142857143,5.227283343094262,61.5832,4.3988,19,1.0
29-1229.03,Urologists,14,14,0,4.5928571428571425,97.90714285714286,4.941771527009929,63.071925,4.5051375,20,1.0
29-1229.04,Physical Medicine and Rehabilitation Physicians,15,15,0,4.3406666666666665,93.234,5.238223469592435,60.882363,4.0588242,17,1.0
29-1229.05,Preventive Medicine Physicians,15,15,0,4.066,96.842,3.5523993620831784,59.000968,3.9333978666666667,19,1.0
29-1229.06,Sports Medicine Physicians,27,26,1,3.854074074074074,94.62444444444445,4.188222951989778,99.072038,3.669334740740741,40,0.9629629629629629
29-1241.00,"Ophthalmologists, Except Pediatric",18,16,2,4.405555555555555,91.53666666666668,5.2239130895103525,73.955289,4.1086271666666665,21,0.8888888888888888
29-1242.00,"Orthopedic Surgeons, Except Pediatric",15,0,0,,,,0.0,,23,0.0
29-1243.00,Pediatric Surgeons,18,0,0,,,,0.0,,24,0.0
29-1291.00,Acupuncturists,18,18,0,4.434444444444444,95.97777777777777,5.96299898678749,77.072573,4.281809611111111,19,1.0
29-1292.00,Dental Hygienists,16,14,2,4.2875,88.12625,4.941218800485876,62.383663,3.8989789375,20,0.875
29-1299.01,Naturopathic Physicians,20,19,1,4.168,91.975,4.602334690138097,77.59365,3.8796825,24,0.95
29-1299.02,Orthoptists,16,16,0,4.27875,93.750625,4.891686573837039,64.654669,4.0409168125,18,1.0
29-2011.00,Medical and Clinical Laboratory Technologists,15,13,2,4.604666666666668,84.674,5.349836138222522,58.961206000000004,3.930747066666667,24,0.8666666666666667
29-2011.01,Cytogenetic Technologists,30,28,2,4.625333333333333,93.49266666666668,5.136154541892712,129.761723,4.325390766666667,35,0.9333333333333333
29-2011.02,Cytotechnologists,13,12,1,4.409230769230769,95.00461538461538,5.321464245627258,55.107256,4.239019692307692,17,0.9230769230769231
29-2011.04,Histotechnologists,16,15,1,4.271875,92.2625,5.027822351544536,63.738978,3.983686125,16,0.9375
29-2012.00,Medical and Clinical Laboratory Technicians,13,6,7,4.536153846153846,60.41230769230769,4.9280175587533295,35.765519,2.751193769230769,21,0.46153846153846156
29-2012.01,Histology Technicians,8,8,0,4.55,96.5,5.6252875,35.2368,4.4046,8,1.0
29-2031.00,Cardiovascular Technologists and Technicians,21,10,11,4.497619047619048,66.77904761904762,5.733843181594527,63.12484,3.005944761904762,33,0.47619047619047616
29-2032.00,Diagnostic Medical Sonographers,20,18,2,4.433,88.42,5.644714527837295,79.391766,3.9695883000000003,37,0.9
29-2033.00,Nuclear Medicine Technologists,17,14,3,4.554117647058824,84.23235294117647,5.361472456181183,66.172392,3.892493647058824,24,0.8235294117647058
29-2034.00,Radiologic Technologists and Technicians,30,27,0,4.567407407407408,92.21000000000001,6.00067566436909,113.74681100000001,4.212844851851852,38,0.9
29-2035.00,Magnetic Resonance Imaging Technologists,24,21,3,4.4425,88.75916666666666,5.418604621598422,95.514914,3.9797880833333337,29,0.875
29-2036.00,Medical Dosimetrists,19,16,3,4.165263157894737,85.9278947368421,4.508596715753282,69.225079,3.6434252105263156,46,0.8421052631578947
29-2042.00,Emergency Medical Technicians,12,0,0,,,,0.0,,15,0.0
29-2043.00,Paramedics,13,0,0,,,,0.0,,21,0.0
29-2051.00,Dietetic Technicians,13,10,3,4.229230769230769,78.5576923076923,4.159391865251901,43.252699,3.3271306923076924,21,0.7692307692307693
29-2052.00,Pharmacy Technicians,21,13,8,4.446666666666666,70.90523809523809,5.855581346861242,66.85485800000001,3.183564666666667,32,0.6190476190476191
29-2053.00,Psychiatric Technicians,16,12,4,4.24,79.203125,4.668846677017649,53.969213,3.3730758125,23,0.75
29-2055.00,Surgical Technologists,16,14,2,4.644375,86.790625,5.709480359870991,64.871372,4.05446075,23,0.875
29-2056.00,Veterinary Technologists and Technicians,31,30,1,4.352258064516128,94.22290322580645,4.90934717637945,127.91904,4.12642064516129,41,0.967741935483871
29-2057.00,Ophthalmic Medical Technicians,20,18,2,4.3625,91.2325,5.0517495065022455,81.621004,4.0810502,24,0.9
29-2061.00,Licensed Practical and Licensed Vocational Nurses,22,15,7,4.185,79.43272727272728,4.730220750374435,73.633812,3.3469914545454547,35,0.6818181818181818
29-2072.00,Medical Records Specialists,17,0,0,,,,0.0,,21,0.0
29-2081.00,"Opticians, Dispensing",21,21,0,4.458571428571428,95.77285714285715,5.616312506981055,89.780491,4.275261476190476,26,1.0
29-2091.00,Orthotists and Prosthetists,15,14,1,4.241333333333333,96.19066666666666,4.739079201202926,61.832054,4.1221369333333335,20,0.9333333333333333
29-2092.00,Hearing Aid Specialists,11,9,2,4.469090909090909,83.32636363636364,4.934753215427714,41.263898,3.7512634545454544,15,0.8181818181818182
29-2099.01,Neurodiagnostic Technologists,16,16,0,4.6425,96.77374999999999,5.219186197630237,71.892911,4.4933069375,23,1.0
29-2099.05,Ophthalmic Medical Technologists,31,29,2,4.204516129032259,91.53645161290324,5.060344528419134,120.00396,3.871095483870968,39,0.9354838709677419
29-2099.08,Patient Representatives,13,8,5,3.8576923076923078,74.70846153846153,4.31569552801434,38.401559999999996,2.9539661538461535,15,0.6153846153846154
29-9021.00,Health Information Technologists and Medical Registrars,16,0,0,,,,0.0,,23,0.0
29-9091.00,Athletic Trainers,23,20,3,3.866521739130435,90.05,4.173853803908582,81.124713,3.5271614347826086,35,0.8695652173913043
29-9092.00,Genetic Counselors,19,19,0,4.189473684210526,96.79578947368421,4.555820933478473,77.430832,4.0753069473684205,28,1.0
29-9093.00,Surgical Assistants,28,23,5,4.3525,80.23285714285714,4.949577995275887,98.961559,3.5343413928571428,36,0.8214285714285714
29-9099.01,Midwives,36,34,2,4.206388888888889,95.08111111111111,3.946350320713649,144.532306,4.014786277777778,48,0.9444444444444444
31-1121.00,Home Health Aides,15,11,4,3.953333333333333,76.62066666666666,4.393318267594182,45.944039000000004,3.0629359333333337,15,0.7333333333333333
31-1122.00,Personal Care Aides,11,8,3,4.337272727272727,81.1590909090909,4.821811790817027,38.902811,3.536619181818182,14,0.7272727272727273
31-1131.00,Nursing Assistants,33,26,7,4.266666666666667,78.1590909090909,5.06149340851154,110.994248,3.363462060606061,38,0.7878787878787878
31-1132.00,Orderlies,22,8,14,4.123181818181818,60.05227272727273,4.7589213086642985,56.110476,2.5504761818181816,27,0.36363636363636365
31-1133.00,Psychiatric Aides,17,15,2,4.208235294117648,85.20882352941176,5.022506571771552,61.097514,3.5939714117647057,25,0.8823529411764706
31-2011.00,Occupational Therapy Assistants,22,21,1,4.462727272727272,94.48363636363636,4.9936090779975455,93.34441799999999,4.24292809090909,31,0.9545454545454546
31-2012.00,Occupational Therapy Aides,15,12,3,4.003333333333333,78.128,4.971216989424702,47.515211,3.1676807333333334,24,0.8
31-2021.00,Physical Therapist Assistants,21,18,3,4.143809523809524,90.6252380952381,5.049221612738357,80.054638,3.812125619047619,31,0.8571428571428571
31-2022.00,Physical Therapist Aides,19,13,6,4.0063157894736845,76.97,5.295436372718083,59.421449,3.1274446842105266,23,0.6842105263157895
31-9011.00,Massage Therapists,14,13,1,3.965,92.85642857142857,4.886085535457426,52.281510000000004,3.734393571428572,17,0.9285714285714286
31-9091.00,Dental Assistants,16,14,2,4.30625,85.090625,5.178313895747458,59.117219,3.6948261875,22,0.875
31-9092.00,Medical Assistants,20,19,1,4.4079999999999995,86.29350000000001,5.375228349795633,76.574071,3.82870355,29,0.95
31-9093.00,Medical Equipment Preparers,15,11,4,4.469333333333333,79.91333333333334,5.074372064762188,54.190531,3.6127020666666665,20,0.7333333333333333
31-9094.00,Medical Transcriptionists,15,13,2,4.559333333333333,82.484,5.618404543965112,56.597524,3.7731682666666666,19,0.8666666666666667
31-9095.00,Pharmacy Aides,14,8,6,4.148571428571429,72.48428571428572,5.310053367331819,42.104233,3.007445214285714,19,0.5714285714285714
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,28,26,2,4.205357142857143,85.04714285714286,4.915261337614757,100.892789,3.6033138928571424,36,0.9285714285714286
31-9097.00,Phlebotomists,23,17,6,4.449565217391305,79.09782608695652,5.281722061118602,81.812464,3.5570636521739134,29,0.7391304347826086
31-9099.01,Speech-Language Pathology Assistants,11,8,3,4.1499999999999995,82.08909090909091,4.517058318367765,39.053615,3.5503286363636364,14,0.7272727272727273
31-9099.02,Endoscopy Technicians,12,12,0,4.5675,93.88416666666667,5.03015537144722,51.47366,4.289471666666667,14,1.0
33-1011.00,First-Line Supervisors of Correctional Officers,23,23,0,4.301304347826087,93.52695652173912,4.54014254435418,92.730613,4.031765782608696,27,1.0
33-1012.00,First-Line Supervisors of Police and Detectives,20,17,3,3.864,81.76050000000001,3.2653724468952747,63.868077,3.19340385,26,0.85
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,30,23,2,4.1196,84.5008,3.5078526128394873,87.57654,3.5030615999999997,48,0.7666666666666667
33-1091.00,First-Line Supervisors of Security Workers,21,19,2,4.4504761904761905,86.43380952380951,3.9750092670450643,80.996397,3.8569712857142857,39,0.9047619047619048
33-2011.00,Firefighters,30,27,0,4.357777777777778,95.61148148148149,3.3958563290876747,112.637194,4.171747925925926,37,0.9
33-2021.00,Fire Inspectors and Investigators,30,22,8,4.332333333333334,79.80466666666666,2.862539216646107,104.615345,3.487178166666667,37,0.7333333333333333
33-2022.00,Forest Fire Inspectors and Prevention Specialists,16,16,0,3.97875,93.74875,3.4450633575218212,59.908588,3.74428675,25,1.0
33-3011.00,Bailiffs,15,13,2,4.234,79.898,4.061372422345791,50.839137,3.3892758,20,0.8666666666666667
33-3012.00,Correctional Officers and Jailers,27,21,6,4.1866666666666665,81.7274074074074,4.690626017638334,92.661501,3.4319074444444446,33,0.7777777777777778
33-3021.00,Detectives and Criminal Investigators,30,30,0,4.36,93.87133333333333,3.485602878591695,122.861743,4.095391433333334,39,1.0
33-3021.02,Police Identification and Records Officers,16,14,2,4.103125,81.901875,3.4014204047382663,54.118971,3.3824356875,19,0.875
33-3021.06,Intelligence Analysts,21,15,6,3.8738095238095234,81.98761904761905,3.6938506006337444,68.144683,3.2449849047619046,25,0.7142857142857143
33-3031.00,Fish and Game Wardens,24,20,4,3.8266666666666667,86.29166666666667,2.8166666677112917,81.308933,3.387872208333333,28,0.8333333333333334
33-3041.00,Parking Enforcement Workers,22,16,6,3.929090909090909,78.7159090909091,4.129723770815874,68.737981,3.124453681818182,27,0.7272727272727273
33-3051.00,Police and Sheriff's Patrol Officers,30,28,2,4.119666666666666,89.00733333333334,4.329054703813147,110.493525,3.6831175000000003,41,0.9333333333333333
33-3051.04,Customs and Border Protection Officers,11,10,1,4.234545454545454,84.47454545454546,3.959908094822535,40.135858,3.6487143636363637,14,0.9090909090909091
33-3052.00,Transit and Railroad Police,12,10,2,3.9508333333333336,79.55083333333333,4.036859764279181,38.123574,3.1769645,15,0.8333333333333334
33-9011.00,Animal Control Workers,16,15,1,4.380625,91.37375,4.579362387667327,64.77793700000001,4.0486210625000005,23,0.9375
33-9021.00,Private Detectives and Investigators,14,10,4,4.187142857142857,72.825,3.3390274491171317,43.31591,3.093993571428572,16,0.7142857142857143
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,8,8,0,4.6075,94.845,5.9830710707614605,35.055731,4.381966375,15,1.0
33-9032.00,Security Guards,14,13,1,4.406428571428571,86.41285714285713,4.603685338056282,54.276675000000004,3.8769053571428573,18,0.9285714285714286
33-9091.00,Crossing Guards and Flaggers,12,7,5,4.285833333333334,69.36416666666666,4.218056094010949,36.514985,3.0429154166666668,15,0.5833333333333334
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",15,10,5,4.101333333333333,80.50133333333333,4.287044169367334,50.818436,3.387895733333333,17,0.6666666666666666
33-9093.00,Transportation Security Screeners,26,24,2,4.3076923076923075,84.31461538461538,5.091199187907261,94.421888,3.6316110769230767,29,0.9230769230769231
33-9094.00,School Bus Monitors,18,0,0,,,,0.0,,22,0.0
33-9099.02,Retail Loss Prevention Specialists,21,20,1,4.3100000000000005,93.49190476190476,3.839299484612203,84.96901199999999,4.046143428571428,22,0.9523809523809523
35-1011.00,Chefs and Head Cooks,21,21,0,3.985238095238095,97.81761904761905,4.490326266024072,81.940939,3.901949476190476,23,1.0
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,26,14,12,4.010769230769231,70.84423076923078,5.090039128905622,73.635679,2.8321414999999996,30,0.5384615384615384
35-2011.00,"Cooks, Fast Food",19,19,0,4.5405263157894735,95.14999999999999,6.115808885635457,82.127539,4.322502052631579,21,1.0
35-2012.00,"Cooks, Institution and Cafeteria",17,12,5,4.3623529411764705,76.22529411764705,4.672791519700621,57.144529999999996,3.3614429411764704,23,0.7058823529411765
35-2013.00,"Cooks, Private Household",13,12,1,4.083846153846154,95.1,3.998071474647484,51.27304,3.94408,16,0.9230769230769231
35-2014.00,"Cooks, Restaurant",20,14,6,4.257,79.7165,5.17378695141342,69.023937,3.45119685,25,0.7
35-2015.00,"Cooks, Short Order",11,8,3,4.344545454545455,79.11999999999999,5.666314319699507,38.71585,3.5196227272727274,17,0.7272727272727273
35-2021.00,Food Preparation Workers,31,24,7,4.230645161290322,80.4874193548387,5.146007537958398,105.764212,3.4117487741935486,40,0.7741935483870968
35-3011.00,Bartenders,20,16,4,4.277,85.589,5.133476372752314,74.527127,3.7263563499999997,21,0.8
35-3023.00,Fast Food and Counter Workers,27,17,10,4.062592592592592,73.33185185185185,5.467593699802413,80.848683,2.9943956666666662,36,0.6296296296296297
35-3023.01,Baristas,19,19,0,4.092631578947368,92.35578947368421,5.702284517583846,72.104533,3.794975421052632,25,1.0
35-3031.00,Waiters and Waitresses,25,22,3,4.341600000000001,87.5184,5.93807093335759,95.790458,3.83161832,29,0.88
35-3041.00,"Food Servers, Nonrestaurant",14,13,1,4.506428571428572,88.53785714285713,5.6331247418106045,56.010988,4.000784857142857,15,0.9285714285714286
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,23,16,7,4.17,76.00652173913043,5.720503953481518,74.175429,3.2250186521739126,29,0.6956521739130435
35-9021.00,Dishwashers,13,10,3,3.873076923076923,80.17999999999999,4.975544538514682,40.972439,3.151726076923077,14,0.7692307692307693
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",20,13,7,4.093,73.4545,5.579938928548089,61.704587,3.0852293499999996,24,0.65
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,26,23,3,4.137307692307692,80.21423076923078,4.294177277846364,86.55583899999999,3.3290707307692307,28,0.8846153846153846
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",28,27,1,3.858571428571429,91.74,4.236554320280471,99.166187,3.5416495357142854,32,0.9642857142857143
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",21,12,9,3.6966666666666663,68.64619047619047,3.7872459486929833,54.752425,2.6072583333333332,27,0.5714285714285714
37-2012.00,Maids and Housekeeping Cleaners,20,9,11,3.9939999999999998,65.285,4.903366435699864,53.071611999999995,2.6535805999999997,27,0.45
37-2021.00,Pest Control Workers,13,9,4,3.896153846153846,74.06076923076922,4.356608891195704,38.064185,2.928014230769231,14,0.6923076923076923
37-3011.00,Landscaping and Groundskeeping Workers,26,14,12,3.5384615384615383,70.73038461538462,3.5400342678129966,65.973409,2.537438807692308,35,0.5384615384615384
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",10,8,2,4.029,84.85,4.6423638116953505,34.797443,3.4797443,12,0.8
37-3013.00,Tree Trimmers and Pruners,24,15,9,3.813333333333333,69.73541666666667,4.07043520344587,66.037327,2.751555291666667,31,0.625
39-1013.00,First-Line Supervisors of Gambling Services Workers,30,22,6,4.26,83.05892857142858,5.1939302748303025,100.543953,3.5908554642857142,40,0.7333333333333333
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",19,0,0,,,,0.0,,23,0.0
39-1022.00,First-Line Supervisors of Personal Service Workers,17,16,1,4.08,90.02764705882353,3.790476682480708,62.694679,3.687922294117647,19,0.9411764705882353
39-2011.00,Animal Trainers,15,10,5,4.217333333333333,66.61999999999999,4.701930582258797,42.249907,2.816660466666667,17,0.6666666666666666
39-2021.00,Animal Caretakers,22,11,11,4.084090909090909,63.691818181818185,4.662129717584135,58.426879,2.6557672272727273,29,0.5
39-3011.00,Gambling Dealers,21,16,5,4.567142857142857,80.55857142857143,5.883344526298397,78.119557,3.7199789047619047,23,0.7619047619047619
39-3012.00,Gambling and Sports Book Writers and Runners,18,4,14,4.351111111111111,52.64555555555555,5.87553063934875,41.349284,2.297182444444444,21,0.2222222222222222
39-3021.00,Motion Picture Projectionists,17,11,6,4.003529411764706,71.64647058823529,3.991027933098338,49.194250000000004,2.893779411764706,19,0.6470588235294118
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",23,12,11,3.8317391304347823,64.79304347826087,4.617726785924312,57.447031,2.497697,26,0.5217391304347826
39-3091.00,Amusement and Recreation Attendants,17,7,10,3.5011764705882356,59.572941176470586,4.567017791282237,36.572371000000004,2.151315941176471,23,0.4117647058823529
39-3092.00,Costume Attendants,21,15,6,3.552380952380952,72.67333333333333,3.3354103508913417,55.024,2.6201904761904764,25,0.7142857142857143
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",23,8,15,3.9460869565217394,60.09478260869565,4.705497052156623,55.384153,2.408006652173913,25,0.34782608695652173
39-4011.00,Embalmers,26,24,2,4.3769230769230765,90.8673076923077,3.907177086798837,104.78598,4.0302299999999995,32,0.9230769230769231
39-4012.00,Crematory Operators,12,0,0,,,,0.0,,17,0.0
39-4021.00,Funeral Attendants,24,16,8,4.211666666666667,70.24208333333333,3.834852267814066,70.371449,2.9321437083333333,28,0.6666666666666666
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",22,22,0,4.278181818181818,93.95136363636362,3.916336977708279,88.50143200000001,4.022792363636364,27,1.0
39-5011.00,Barbers,18,14,4,3.928333333333333,80.11388888888888,4.726928443488279,58.731671,3.262870611111111,22,0.7777777777777778
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",22,15,7,4.137272727272727,78.01863636363636,4.905667918154005,72.56493,3.2984059090909095,30,0.6818181818181818
39-5091.00,"Makeup Artists, Theatrical and Performance",22,20,2,4.29,88.68045454545455,4.4100708934155275,84.81411,3.855186818181818,24,0.9090909090909091
39-5092.00,Manicurists and Pedicurists,18,18,0,4.147777777777778,91.40277777777777,5.807136367866364,68.58973399999999,3.8105407777777773,21,1.0
39-5093.00,Shampooers,4,3,1,4.5600000000000005,79.1125,4.437742773832928,14.493476999999999,3.6233692499999997,5,0.75
39-5094.00,Skincare Specialists,18,15,3,4.372777777777778,89.18777777777778,5.074334056568785,71.424015,3.968000833333333,21,0.8333333333333334
39-6011.00,Baggage Porters and Bellhops,17,10,7,4.128823529411765,74.9535294117647,4.924171584114951,53.907177999999995,3.171010470588235,19,0.5882352941176471
39-6012.00,Concierges,18,16,2,3.851111111111111,87.87833333333333,3.9381847399896808,61.317415,3.4065230555555552,23,0.8888888888888888
39-7011.00,Tour Guides and Escorts,19,7,12,3.9489473684210528,58.7321052631579,4.3609654131189695,45.32725,2.385644736842105,24,0.3684210526315789
39-7012.00,Travel Guides,17,8,9,4.219411764705883,64.4835294117647,4.0866055245327635,46.172998,2.716058705882353,20,0.47058823529411764
39-9011.00,Childcare Workers,24,19,5,4.14375,78.65083333333332,5.108086466495532,78.819867,3.2841611250000002,27,0.7916666666666666
39-9011.01,Nannies,19,18,1,4.379473684210526,97.89473684210526,4.900069299385851,81.5984,4.2946526315789475,22,0.9473684210526315
39-9031.00,Exercise Trainers and Group Fitness Instructors,20,14,6,3.925,79.2855,4.464084120095841,65.180355,3.2590177500000004,28,0.7
39-9032.00,Recreation Workers,24,18,6,3.9479166666666665,76.7625,3.8313748043088727,72.966674,3.0402780833333334,31,0.75
39-9041.00,Residential Advisors,30,20,10,3.826,74.77066666666666,3.83152983183949,86.81182,2.893727333333333,35,0.6666666666666666
41-1011.00,First-Line Supervisors of Retail Sales Workers,21,16,5,4.189047619047619,81.6252380952381,4.60288555635629,72.033642,3.4301734285714285,30,0.7619047619047619
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,18,9,9,3.869444444444444,65.87777777777778,4.108683745707743,46.051262,2.5584034444444446,24,0.5
41-2011.00,Cashiers,28,12,16,4.351071428571428,65.97714285714285,5.383776141104761,80.836161,2.88700575,36,0.42857142857142855
41-2012.00,Gambling Change Persons and Booth Cashiers,13,6,7,4.5976923076923075,72.30153846153846,5.751761974476542,43.586985999999996,3.3528450769230767,17,0.46153846153846156
41-2021.00,Counter and Rental Clerks,16,15,1,4.175625,80.68,5.644859986702537,54.487844,3.40549025,23,0.9375
41-2022.00,Parts Salespersons,19,19,0,4.196315789473684,91.28684210526316,5.283930808995466,73.323586,3.859136105263158,24,1.0
41-2031.00,Retail Salespersons,24,14,10,4.190833333333333,71.34708333333333,5.266080238238969,73.057857,3.044077375,29,0.5833333333333334
41-3011.00,Advertising Sales Agents,20,19,1,4.1615,91.8895,4.689829289900684,77.188277,3.85941385,31,0.95
41-3021.00,Insurance Sales Agents,19,14,5,3.9499999999999997,74.94684210526316,4.164874673985531,57.073175,3.0038513157894737,26,0.7368421052631579
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",30,22,4,4.191923076923077,81.99923076923076,5.0124244022618205,89.81557,3.4544449999999998,39,0.7333333333333333
41-3041.00,Travel Agents,8,8,0,4.445,96.6725,5.265360345853228,34.397931,4.299741375,8,1.0
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",15,0,0,,,,0.0,,19,0.0
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",33,21,12,3.758787878787879,71.42272727272727,4.1150099197223025,89.514053,2.712547060606061,39,0.6363636363636364
41-4011.07,Solar Sales Representatives and Assessors,13,13,0,4.323846153846154,91.00923076923078,4.6749420140275735,51.40618,3.954321538461538,16,1.0
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",18,10,8,4.122222222222223,73.40388888888889,4.832354593991067,54.648502,3.036027888888889,29,0.5555555555555556
41-9011.00,Demonstrators and Product Promoters,21,15,6,4.055238095238095,71.55904761904762,4.558113380502753,62.18707199999999,2.9612891428571424,25,0.7142857142857143
41-9012.00,Models,10,1,9,3.6149999999999998,48.544,3.548081084454811,18.243378,1.8243378,12,0.1
41-9021.00,Real Estate Brokers,17,13,4,3.927058823529412,81.55588235294118,3.7550437640027905,54.815484,3.2244402352941175,19,0.7647058823529411
41-9022.00,Real Estate Sales Agents,33,23,10,3.8621212121212123,82.49636363636364,3.903878067125932,109.542705,3.319475909090909,37,0.696969696969697
41-9031.00,Sales Engineers,25,19,6,3.8244,75.5672,3.3785032833609927,73.40561,2.9362244,31,0.76
41-9041.00,Telemarketers,12,8,4,4.3275,76.20833333333333,5.6739819760195696,40.377479,3.3647899166666666,13,0.6666666666666666
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",12,11,1,3.9958333333333336,87.84750000000001,4.146580583030806,42.711433,3.5592860833333333,16,0.9166666666666666
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,28,19,9,3.7764285714285712,75.82392857142858,3.476176744456232,81.985606,2.9280573571428574,31,0.6785714285714286
